slug,title,image,image_alt,gender,price_15ml,price_30ml,price_50ml,brand,top_notes,heart_notes,base_notes,link,stock_status
myslf,MYSLF,https://www.etirsah.com/storage/photos/shares/etirler_yeni/YSL---MYSLF-FOR-MEN.jpg,,Kişi,26.00,46.00,72.00,YSL,"berqamot, calabrian-berqamotu",portağal-çiçəyi,"paçuli, ambrofix",https://www.etirsah.com/az/product/1944,Stokda Var
avocado,Avocado,https://www.etirsah.com/storage/photos/shares/inqrediyent/avocado.jpg,,,,,,,avokado,avokado,avokado,https://www.etirsah.com/az/product/1945,Stokda Var
chocolate,Chocolate,https://www.etirsah.com/storage/photos/shares/inqrediyent/CHOCOLATE.jpg,,,,,,,şokolad,şokolad,şokolad,https://www.etirsah.com/az/product/1946,Stokda Var
classic-oud,Classic Oud,https://www.etirsah.com/storage/photos/shares/inqrediyent/CLASSIC-OUD.jpg,,,,,,,aqar-ağacı-ud,aqar-ağacı-ud,aqar-ağacı-ud,https://www.etirsah.com/az/product/1947,Stokda Var
dehn-al-oud,Dehn Al Oud,https://www.etirsah.com/storage/photos/shares/inqrediyent/Dehn-Al-Oud.jpg,,,,,,,aqar-ağacı-ud,aqar-ağacı-ud,aqar-ağacı-ud,https://www.etirsah.com/az/product/1948,Stokda Var
fig-oud,Fig Oud,https://www.etirsah.com/storage/photos/shares/inqrediyent/Fig-Oud1.jpg,,,,,,,aqar-ağacı-ud,aqar-ağacı-ud,aqar-ağacı-ud,https://www.etirsah.com/az/product/1949,Stokda Var
green-tea,Green tea,https://www.etirsah.com/storage/photos/shares/inqrediyent/green-tea.jpg,,,,,,,yaşıl-çay,yaşıl-çay,yaşıl-çay,https://www.etirsah.com/az/product/1950,Stokda Yoxdur
green-tea-cherry-blossom,Green Tea Cherry Blossom,https://www.etirsah.com/storage/photos/shares/inqrediyent/GREEN-TEA-CHERRY-BLOSSOM.jpg,,,,,,,yaşıl-çay,albalı-çiçəyi,yaşıl-çay,https://www.etirsah.com/az/product/1951,Stokda Yoxdur
lemon,Lemon,https://www.etirsah.com/storage/photos/shares/inqrediyent/LEMON.jpg,,,,,,,limon,limon,limon,https://www.etirsah.com/az/product/1952,Stokda Var
maqnoliya,Maqnoliya,https://www.etirsah.com/storage/photos/shares/inqrediyent/MAGNOLIA.jpg,,,,,,,maqnoliya,maqnoliya,maqnoliya,https://www.etirsah.com/az/product/1953,Stokda Yoxdur
mango,Mango,https://www.etirsah.com/storage/photos/shares/inqrediyent/mango.jpg,,,,,,,manqo,manqo,manqo,https://www.etirsah.com/az/product/1954,Stokda Var
mango-temptation,Mango Temptation,https://www.etirsah.com/storage/photos/shares/inqrediyent/MANGO-TEMPTATION.jpg,,,,,,,manqo,manqo,manqo,https://www.etirsah.com/az/product/1955,Stokda Var
magnum,Magnum,https://www.etirsah.com/storage/photos/shares/inqrediyent/MAGNUM.jpg,,,,,,,dondurma,dondurma,dondurma,https://www.etirsah.com/az/product/1956,Stokda Var
melon,Melon,https://www.etirsah.com/storage/photos/shares/inqrediyent/MELON.jpg,,,,,,,yemiş,yemiş,yemiş,https://www.etirsah.com/az/product/1957,Stokda Var
musc,Musc,https://www.etirsah.com/storage/photos/shares/inqrediyent/sayt-ucun-3.jpg,,,,,,,müşk,müşk,müşk,https://www.etirsah.com/az/product/1958,Stokda Var
musc-tahara-aphrodsac,Musc tahara aphrodısıac,https://www.etirsah.com/storage/photos/shares/inqrediyent/MUSC.jpg,,,,,,,müşk,müşk,müşk,https://www.etirsah.com/az/product/1959,Stokda Yoxdur
musk-afgano,Musk Afgano,https://www.etirsah.com/storage/photos/shares/inqrediyent/MUSKS-AFGANO.jpg,,,,,,,müşk,müşk,marixuana,https://www.etirsah.com/az/product/1960,Stokda Var
oud-asia,Oud Asia,https://www.etirsah.com/storage/photos/shares/inqrediyent/oud-asia1.jpg,,,,,,,aqar-ağacı-ud,aqar-ağacı-ud,aqar-ağacı-ud,https://www.etirsah.com/az/product/1961,Stokda Var
oud-cambodi,Oud Cambodi,https://www.etirsah.com/storage/photos/shares/inqrediyent/OUD-CAMBODI.jpg,,,,,,,aqar-ağacı-ud,aqar-ağacı-ud,aqar-ağacı-ud,https://www.etirsah.com/az/product/1962,Stokda Var
rose,Rose,https://www.etirsah.com/storage/photos/shares/inqrediyent/rose.jpg,,,,,,,qızılgül,qızılgül,qızılgül,https://www.etirsah.com/az/product/1963,Stokda Yoxdur
rose-istanbul,Rose Istanbul,https://www.etirsah.com/storage/photos/shares/inqrediyent/ROSE-ISTANBUL.jpg,,,,,,,qızılgül,qızılgül,qızılgül,https://www.etirsah.com/az/product/1964,Stokda Var
rose-taifi,Rose Taifi,https://www.etirsah.com/storage/photos/shares/inqrediyent/ROSE-TAIFI1.jpg,,,,,,,qızılgül,qızılgül,qızılgül,https://www.etirsah.com/az/product/1965,Stokda Yoxdur
rose-taifi,Rose Taifi,https://www.etirsah.com/storage/photos/shares/inqrediyent/rose-taifi2.jpg,,,,,,,qızılgül,qızılgül,qızılgül,https://www.etirsah.com/az/product/1966,Stokda Var
satin-musk,Satin Musk,https://www.etirsah.com/storage/photos/shares/inqrediyent/satin-musk-yeni.jpg,,,,,,,müşk,müşk,müşk,https://www.etirsah.com/az/product/1967,Stokda Var
secret-musk,Secret Musk,https://www.etirsah.com/storage/photos/shares/inqrediyent/SECRET-MUSK1.jpg,,,,,,,müşk,müşk,müşk,https://www.etirsah.com/az/product/1968,Stokda Var
tobacco,Tobacco,https://www.etirsah.com/storage/photos/shares/inqrediyent/tobacco-yeni.jpg,,,,,,,tütün,tütün,tütün,https://www.etirsah.com/az/product/1969,Stokda Var
vanilla,Vanilla,https://www.etirsah.com/storage/photos/shares/inqrediyent/VANILLA.jpg,,,,,,,vanil,vanil,vanil,https://www.etirsah.com/az/product/1970,Stokda Var
vanilla,Vanilla,https://www.etirsah.com/storage/photos/shares/inqrediyent/VANILLA2.jpg,,,,,,,vanil,vanil,vanil,https://www.etirsah.com/az/product/1971,Stokda Var
white-musc,White Musc,https://www.etirsah.com/storage/photos/shares/inqrediyent/WHITE-MUSC.jpg,,,,,,,müşk,müşk,müşk,https://www.etirsah.com/az/product/1972,Stokda Var
aqua-flower,Aqua Flower,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/etirsah_esas_otaq.jpg,,,,,,Etirshah Parfum,çiçək-notları,,,https://www.etirsah.com/az/product/1975,Stokda Var
aventus,Aventus,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/etirsah_esas_otaq.jpg,,,,,,Etirshah Parfum,"alma, ananas, berqamot, qara-qarağat",,,https://www.etirsah.com/az/product/1981,Stokda Var
mon-guerlain,Mon Guerlain,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/etirsah_esas_otaq.jpg,,,,,,Etirshah Parfum,"berqamot, lavanda",,,https://www.etirsah.com/az/product/1985,Stokda Var
jasmin,Jasmin,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/etirsah_esas_otaq.jpg,,,,,,Etirshah Parfum,jasmin,,,https://www.etirsah.com/az/product/1988,Stokda Yoxdur
citrus-floral,Citrus & Floral,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/etirsah_esas_otaq.jpg,,,,,,Etirshah Parfum,"sitrus, çiçək-notları",,,https://www.etirsah.com/az/product/1996,Stokda Var
spicy-garden,Spicy Garden,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/etirsah_esas_otaq.jpg,,,,,,Etirshah Parfum,ədviyyatlı-notlar,,,https://www.etirsah.com/az/product/2000,Stokda Var
strawberry-coconut,Strawberry & Coconut,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/etirsah_esas_otaq.jpg,,,,,,Etirshah Parfum,"kokos, çiyələk",,,https://www.etirsah.com/az/product/2001,Stokda Var
lost-cherry,Lost Cherry,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/etirsah_esas_otaq.jpg,,,,,,Etirshah Parfum,"badam, qara-albalı, albalı-likörü",,,https://www.etirsah.com/az/product/2006,Stokda Var
vanilla,Vanilla,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/etirsah_esas_otaq.jpg,,,,,,,vanil,,,https://www.etirsah.com/az/product/2012,Stokda Var
african-leather,African Leather,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"berqamot, hil, zəfəran",,,https://www.etirsah.com/az/product/2014,Stokda Yoxdur
americano,Americano,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,qəhvə,,,https://www.etirsah.com/az/product/2015,Stokda Yoxdur
aqua-flower,Aqua Flower,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,çiçək-notları,,,https://www.etirsah.com/az/product/2016,Stokda Var
aqva-pour-homme-atlantiqve,Aqva Pour Homme Atlantiqve,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"berqamot, limon, sürvə",,,https://www.etirsah.com/az/product/2017,Stokda Yoxdur
armani-prive-fil-rouge,Armani Prive Fil Rouge,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"aldehidlər, berqamot",,,https://www.etirsah.com/az/product/2018,Stokda Var
aventus,Aventus,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"alma, ananas, berqamot, qara-qarağat",,,https://www.etirsah.com/az/product/2019,Stokda Var
baccarat-rouge-540,Baccarat Rouge 540,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"jasmin, zəfəran",,,https://www.etirsah.com/az/product/2020,Stokda Var
bitter-peach,Bitter Peach,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"hil, qan-portağalı, şaftalı, geliotrop",,,https://www.etirsah.com/az/product/2021,Stokda Var
black-orchid,Black Orchid,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"qara-orxideya, trüfel-trüf-göbeleyi, gavalı",,,https://www.etirsah.com/az/product/2022,Stokda Var
cappucino,Cappucino,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,qəhvə,,,https://www.etirsah.com/az/product/2023,Stokda Yoxdur
chocolate,Chocolate,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,şokolad,,,https://www.etirsah.com/az/product/2024,Stokda Yoxdur
citrus-floral,Citrus & Floral,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"sitrus, çiçək-notları",,,https://www.etirsah.com/az/product/2025,Stokda Var
cotton-powdery,Cotton& Powdery,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"toz-notları, pambıq",,,https://www.etirsah.com/az/product/2026,Stokda Yoxdur
fig-oud,Fig Oud,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"ənbər, əncir",,,https://www.etirsah.com/az/product/2027,Stokda Var
fleur-narcotique,Fleur Narcotique,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"berqamot, liçi, osmantus",,,https://www.etirsah.com/az/product/2028,Stokda Var
good-girl,Good Girl,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"badam, berqamot, limon, qəhvə",,,https://www.etirsah.com/az/product/2029,Stokda Var
honeysuckle-jasmin,Honeysuckle & Jasmin,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"jasmin, doqquzdon",,,https://www.etirsah.com/az/product/2030,Stokda Yoxdur
invictus-aqua,Invictus Aqua,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"çəhrayı-istiot, qreyfrut, yuzu",,,https://www.etirsah.com/az/product/2031,Stokda Var
jasmin,Jasmin,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,jasmin,,,https://www.etirsah.com/az/product/2032,Stokda Yoxdur
kalan,Kalan,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"qan-portağalı, qara-istiot, ədviyyatlar",,,https://www.etirsah.com/az/product/2033,Stokda Yoxdur
lavender-extreme,Lavender Extreme,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"bənövşə, lavanda, limon",,,https://www.etirsah.com/az/product/2034,Stokda Var
lost-cherry,Lost Cherry,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"badam, qara-albalı, albalı-likörü",,,https://www.etirsah.com/az/product/2035,Stokda Var
marine,Marine,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,dəniz-notları,,,https://www.etirsah.com/az/product/2036,Stokda Var
melon,Melon,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,yemiş,,,https://www.etirsah.com/az/product/2037,Stokda Var
mon-guerlain,Mon Guerlain,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"berqamot, lavanda",,,https://www.etirsah.com/az/product/2038,Stokda Var
new-coffee,New Coffee,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,qəhvə,,,https://www.etirsah.com/az/product/2039,Stokda Var
orchid-soleil,Orchid Soleil,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"acı-portağal, çəhrayı-istiot, orxideya, sərv",,,https://www.etirsah.com/az/product/2040,Stokda Yoxdur
oud-wood,Oud Wood,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,aqar-ağacı-ud,,,https://www.etirsah.com/az/product/2041,Stokda Var
pineapple-mango,Pineapple & Mango,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"ananas, manqo",,,https://www.etirsah.com/az/product/2042,Stokda Var
raspberry,Raspberry,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,moruq,,,https://www.etirsah.com/az/product/2043,Stokda Yoxdur
signorina-in-fiore,Signorina In Fiore,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"armud, nar, sorbet-dondurma",,,https://www.etirsah.com/az/product/2044,Stokda Var
sole-di-positano,Sole di Positano,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"acı-portağal, limon, naringi-mandarin, petitgreyn-sitrus-yarpağı, calabrian-berqamotu",,,https://www.etirsah.com/az/product/2045,Stokda Yoxdur
spicy-garden,Spicy Garden,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,ədviyyatlı-notlar,,,https://www.etirsah.com/az/product/2046,Stokda Var
strawberry-coconut,Strawberry & Coconut,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"kokos, çiyələk",,,https://www.etirsah.com/az/product/2047,Stokda Var
terre-dherms,Terre d'Hermès,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"portağal, qreyfrut",,,https://www.etirsah.com/az/product/2048,Stokda Var
tuscan-leather,Tuscan Leather,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"dəri, kəklikotu, moruq, zəfəran",,,https://www.etirsah.com/az/product/2049,Stokda Var
velvet-orchid,Velvet Orchid,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"bal, berqamot, naringi-mandarin, orxideya, rom",,,https://www.etirsah.com/az/product/2050,Stokda Yoxdur
white-jasmine,White Jasmine,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,jasmin,,,https://www.etirsah.com/az/product/2051,Stokda Var
white-musk-midnight-iris-iris-de-minuit,White Musk Midnight Iris Iris de Minuit,https://www.etirsah.com/storage/photos/shares/otaq_etirleri/ma%C5%9F%C4%B1n_esas.jpg,,,,,,Etirshah Parfum,"ağ-müşk, süsən",,,https://www.etirsah.com/az/product/2052,Stokda Yoxdur
gucci,Gucci,https://www.etirsah.com/storage/photos/shares/etirler_en_son/GUCCI---BY-GUCCI-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,Gucci,"armud, quava",tiare,"bal, müşk, paçuli",https://www.etirsah.com/az/product/2053,Stokda Var
sirrah,Sirrah,https://www.etirsah.com/storage/photos/shares/etirler_en_son/TIZIANA-TERENZI---SIRRAH.jpg,,Unisex,32.00,58.00,92.00,Tiziana Terenzi,"heyva, yaşıl-bibər, zəfəran, marakuyya","hil, osmantus, qızılgül, ənbər, dağ-havası","ağ-müşk, dəri, paçuli, səndəl, tozağacı",https://www.etirsah.com/az/product/2054,Stokda Var
cool-water,Cool Water,https://www.etirsah.com/storage/photos/shares/etirler_en_son/DAVIDOFF---COOL-WATER-FOR-MEN.jpg,,Kişi,,,,Davidoff,"dəniz-suyu, keşniş, lavanda, nanə, rozmarin, yaşıl-notlar","jasmin, neroli, səndəl, ətirşah","müşk, palıd-mamırı, sidr, tut, ənbər",https://www.etirsah.com/az/product/2055,Stokda Yoxdur
escentric-02,Escentric 02,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Yeni%20etirler/Escentric-02.jpg,,Unisex,,,,Escentric Molecules,süsən,jasmin,"ambroksan, iso-e-super",https://www.etirsah.com/az/product/2056,Stokda Yoxdur
molecule-05,Molecule 05,https://www.etirsah.com/storage/photos/shares/etirler_yeni/15mljpg_1703490268.jpg,,Unisex,32.00,92.00,,Escentric Molecules,kaşmeran,kaşmeran,kaşmeran,https://www.etirsah.com/az/product/2057,Stokda Var
yara,Yara,https://www.etirsah.com/storage/photos/shares/etirler_en_son/LATTAFA---YARA-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,Lattafa,"orxideya, geliotrop, tanqerin","tropik-meyvələr, gourmand-akkordu","müşk, səndəl, vanil",https://www.etirsah.com/az/product/2058,Stokda Var
terrible-teddy,Terrible Teddy,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Terrible-Teddy-Penhaligon%27s.jpg,,Kişi,38.00,70.00,112.00,Penhaligon's,büxur-ladan,dəri,ambroksan,https://www.etirsah.com/az/product/2059,Stokda Var
l1212-noir,L.12.12. Noir,https://www.etirsah.com/storage/photos/shares/etirler_en_son/LACOSTE---L.12.12-NOIR-FOR-MEN.jpg,,Kişi,,,,Lacoste,qarpız,"lavanda, minaçiçəyi-verbena, reyhan","kumarin, paçuli, tünd-şokolad, kaşmeran",https://www.etirsah.com/az/product/2060,Stokda Yoxdur
lhomme-lacoste,L'Homme Lacoste,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%27Homme-Lacoste.jpg,,Kişi,,,,Lacoste,"heyva, naringi-mandarin, portağal, rəvənd","badam, jasmin, qara-istiot, zəncəfil","ağac-notları, müşk, sidr, vanil, ənbər",https://www.etirsah.com/az/product/2061,Stokda Yoxdur
gold-intensive-aoud,Gold Intensive Aoud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MANCERA/MANCERA---GOLD-INTENSIVE-AOUD-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Mancera,"limon, su-notları","qızılgül, zəfəran, ətirşah, qvayak-ağacı, tik-ağacı","ağ-müşk, ağac-notları, boz-ənbər",https://www.etirsah.com/az/product/2064,Stokda Var
african-leather,African Leather,https://www.etirsah.com/storage/photos/shares/etirler_en_son/M%20brendleri/MEMO/MEMO---AFRICAN-LEATHER-FOR-UNISEX.jpg,,Unisex,,,,Memo,"berqamot, hil, zəfəran","zirə, ətirşah","dəri, müşk, paçuli, vetivera, aqar-ağacı-ud",https://www.etirsah.com/az/product/2065,Stokda Yoxdur
gentle-fluidity-silver,Gentle Fluidity Silver,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Gentle-Fluidity-Silver.jpg,,Unisex,32.00,58.00,92.00,MFK,"müşk, ardıc-giləmeyvəsi","ağac-notları, keşniş","hind-qozu, vanil, ənbər",https://www.etirsah.com/az/product/2066,Stokda Var
vanilla-smoke-mine,Vanilla Smoke Mine,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Vanilla-Smoke-Mine.jpg,,Unisex,38.00,58.00,92.00,Mine Perfume Lab,sitrus,tütün,"səndəl, vanil",https://www.etirsah.com/az/product/2067,Stokda Var
invictus,Invictus,https://www.etirsah.com/storage/photos/shares/etirler_en_son/P%20brendleri/PACO-RABANNE---INVICTUS-FOR-MEN.jpg,,Kişi,20.00,34.00,52.00,Paco Rabanne,"naringi-mandarin, qreyfrut, dəniz-notları","jasmin, dəfnə-yarpağı","paçuli, palıd-mamırı, boz-ənbər, qvayak-ağacı",https://www.etirsah.com/az/product/2068,Stokda Var
peach,Peach,https://www.etirsah.com/storage/photos/shares/inqrediyent/PEACH.jpg,,,,,,,şaftalı,şaftalı,şaftalı,https://www.etirsah.com/az/product/2069,Stokda Yoxdur
my-land,My Land,https://www.etirsah.com/storage/photos/shares/etirler_en_son/T%20brendleri/TRUSSARDI/TRUSSARDI---MY-LAND-FOR-MEN.jpg,,Kişi,20.00,34.00,52.00,Trussardi,"berqamot, yaşıl-mandarin","bənövşə, kalon, lavanda","dəri, tonka-lobyası, vetivera, kaşmir-ağacı",https://www.etirsah.com/az/product/2070,Stokda Var
1-million-golden-oud,1 Million Golden Oud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/P%20brendleri/1-Million-Golden-Oud.jpg,,Kişi,26.00,46.00,72.00,Paco Rabanne,"berqamot, hind-qozu, qara-istiot, zəfəran","paçuli, səndəl, gurjun-balzamı","dəri, labdanum, sidr, aqar-ağacı-ud",https://www.etirsah.com/az/product/2073,Stokda Var
emporio-armani-stronger-with-you-intensely,Emporio Armani Stronger With You Intensely,https://www.etirsah.com/storage/photos/shares/etirler_en_son/G%20brendleri/G.ARMANI/G.ARMANI---E.ARMANI-STRONGER-WITH-YOU-INTENSELY-FOR-MEN.jpg,,Kişi,20.00,34.00,52.00,Giorgio Armani,"bənövşə, çəhrayı-istiot, ardıc","darçın, lavanda, müşk-sürvəsi-adaçayı, toffi-iris-konfeti","tonka-lobyası, vanil, ənbər, zamş",https://www.etirsah.com/az/product/2074,Stokda Var
vanilla-28,Vanilla 28,https://www.etirsah.com/storage/photos/shares/etirler_en_son/k%20brendleri/Vanilla-28-Kayali.jpg,,Unisex,20.00,34.00,52.00,Kayali,"jasmin, vanil-orxideyasi","tonka-lobyası, şəkər-qamışı","müşk, paçuli, ənbər, ənbər-ağacı",https://www.etirsah.com/az/product/2075,Stokda Var
light-blue-summer-vibes,Light Blue Summer Vibes,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Light-Blue-Summer-Vibes.jpg,,Qadın,20.00,34.00,52.00,Dolce&Gabbana,calabrian-berqamotu,şaftalı,sidr,https://www.etirsah.com/az/product/2079,Stokda Var
my-euphoria,My Euphoria,https://www.etirsah.com/storage/photos/shares/etirler_en_son/My-Euphoria-Calvin-Klein.jpg,,Qadın,20.00,34.00,52.00,Calvin Klein,qara-qarağat,"orxideya, tuberoza, küncüt","səndəl, aqar-ağacı-ud, bambuk",https://www.etirsah.com/az/product/2080,Stokda Var
hayat,Hayat,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Hayat-Xerjoff.jpg,,Unisex,26.00,46.00,72.00,Xerjoff,"acı-portağal, lavanda, zəfəran","darçın, hil, ənbər","paçuli, naqarmota-girdə-topalaq, aqar-ağacı-ud, atlas-sidri",https://www.etirsah.com/az/product/2081,Stokda Var
cosmic-pepper,Cosmic Pepper,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Cosmic-Pepper-Mancera.jpg,,Unisex,26.00,46.00,72.00,Mancera,"çəhrayı-istiot, limon, müşk-sürvəsi-adaçayı, tanqerin","qara-istiot, damask-qızılgülü, aqar-ağacı-ud","ağ-müşk, labdanum, palıd-mamırı, tonka-lobyası, boz-ənbər",https://www.etirsah.com/az/product/2082,Stokda Var
blue-talisman,Blue Talisman,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Blue-Talisman.jpg,,Unisex,32.00,58.00,92.00,Ex Nihilo,"armud, berqamot, naringi-mandarin, zəncəfil","portağal-çiçəyi, georgywood","müşk, akigalawood, ambrofix",https://www.etirsah.com/az/product/2112,Stokda Var
emporio-armani-stronger-with-you-absolutely,Emporio Armani Stronger With You Absolutely,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Emporio-Armani-Stronger-With-You-Absolutely.jpg,,Kişi,20.00,34.00,52.00,Giorgio Armani,"berqamot, rom, elemi","lavanda, davana","paçuli, şabalıd, sidr, madaqaskar-vanili",https://www.etirsah.com/az/product/2121,Stokda Var
le-male,Le Male,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Le-Male-Jean-Paul-Gaultier.jpg,,Kişi,20.00,34.00,52.00,Jean Paul Gaultier,"berqamot, hil, lavanda, nanə, yovşan-artemisia","darçın, portağal-çiçəyi, zirə","sidr, səndəl, tonka-lobyası, vanil, ənbər",https://www.etirsah.com/az/product/2122,Stokda Var
flora-gorgeous-jasmine,Flora Gorgeous Jasmine,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Flora-Gorgeous-Jasmine-Gucci.jpg,,Qadın,20.00,34.00,52.00,Gucci,"berqamot, naringi-mandarin, qara-istiot","jasmin, maqnoliya, ərəb-jasmini, damask-qızılgülü","benzoin, paçuli, səndəl",https://www.etirsah.com/az/product/2123,Stokda Var
